Source,Lead_Id,Disposition,DispositionDate,CreditResponse,MonitoringRate,AdditionalEquipment
GOOGLEPPC,INBOUND,SOLD,12/2/13 2:31 PM,APPROVED 0,55.99,0
GOOGLEPPC,INBOUND,SOLD,12/2/13 1:26 PM,APPROVED 0,49.99,0
BINGPPC,147015,BAD PHONE,12/3/13 2:27 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/2/13 2:10 PM,APPROVED 0,49.99,0
SEMDIRECT,INBOUND CALLBACK,UNDER CONTRACT,12/6/13 8:25 AM,,0,0
BINGPPC,147053,ANSWERING MACHINE,12/4/13 1:44 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/2/13 2:56 PM,APPROVED 0,41.99,0
GOOGLEPPC,147087,SOLD,12/2/13 5:53 PM,APPROVED 0,56.99,199
GOOGLEPPC,INBOUND CALLBACK,KILL LEAD,12/7/13 11:42 AM,,0,0
GOOGLEPPC,147103,ANSWERING MACHINE,12/9/13 9:23 AM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/2/13 6:08 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/2/13 8:07 PM,,0,0
GOOGLEPPC,147227,DROPPED CALL,12/6/13 8:38 AM,,0,0
PROTECT AMERICA,INBOUND,PNS,1/7/14 2:30 PM,,0,0
BINGPPC,INBOUND,PNS,1/7/14 2:40 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,1/7/14 3:04 PM,APPROVED 0,45.99,0
GOOGLEPPC,INBOUND,PNS,1/7/14 3:28 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/7/14 3:40 PM,,0,0
GOOGLE CALL METRICS,INBOUND,DROPPED CALL,1/7/14 4:54 PM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,1/7/14 6:44 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,1/7/14 10:15 PM,APPROVED DCS,0,0
GOOGLEPPC,153812,CALLBACK,1/8/14 8:38 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/8/14 8:52 AM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,SOLD,1/8/14 9:25 AM,APPROVED 0,31.99,0
GOOGLEPPC,153847,CALLBACK,1/8/14 10:16 AM,,0,0
GOOGLEPPC,INBOUND,PNS,1/8/14 12:45 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/8/14 2:51 PM,,0,0
GOOGLEPPC,153906,SOLD,1/10/14 8:57 AM,APPROVED 0,59.98,0
GOOGLEPPC,INBOUND CALLBACK,KILL LEAD,1/14/14 8:36 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/9/14 9:40 AM,APPROVED 0,60.98,0
BINGPPC,154021,SOLD,1/9/14 2:18 PM,APPROVED 0,44.99,0
GOOGLEPPC,154037,KILL LEAD,1/14/14 11:07 AM,,0,0
GOOGLEPPC,154039,ANSWERING MACHINE,1/13/14 2:45 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/9/14 11:11 AM,,0,0
GOOGLE CALL METRICS,INBOUND CALLBACK,NO ANSWER,1/13/14 1:18 PM,,0,0
GOOGLEPPC,INBOUND CALLBACK,DROPPED CALL,1/14/14 8:36 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/10/14 4:21 PM,APPROVED 0,44.99,0
PROTECT AMERICA,INBOUND CALLBACK,KILL LEAD,1/9/14 3:07 PM,,0,0
BINGPPC,INBOUND,CALLBACK,1/12/14 6:32 PM,,0,0
GOOGLEPPC,154126,PNS,1/9/14 6:18 PM,,0,0
GOOGLEPPC,154180,SOLD,1/10/14 1:38 PM,APPROVED 0,49.99,0
GOOGLEPPC,INBOUND,SOLD,1/10/14 11:58 AM,APPROVED 0,49.99,0
GOOGLE CALL METRICS,INBOUND,NOT SERVICABLE,1/10/14 9:26 AM,,0,0
BINGPPC,INBOUND,PNS,1/10/14 11:58 AM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,1/10/14 1:16 PM,,0,0
GOOGLEPPC,154249,KILL LEAD,1/14/14 10:53 AM,,0,0
GOOGLEPPC,154259,CALLBACK,1/10/14 1:54 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/10/14 3:44 PM,APPROVED 0,41.99,0
GOOGLEPPC,154307,BAD PHONE,1/11/14 3:35 PM,,0,0
GOOGLEPPC,154346,CALLBACK,1/11/14 11:07 AM,,0,0
GOOGLEPPC,INBOUND VOICEMAIL,DROPPED CALL,1/11/14 11:44 AM,,0,0
GOOGLEPPC,154354,ANSWERING MACHINE,1/14/14 10:50 AM,,0,0
GOOGLEPPC,INBOUND CALLBACK,PNS,1/11/14 11:19 AM,,0,0
PROTECT AMERICA,INBOUND,SOLD,1/13/14 4:07 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,SOLD,1/12/14 7:45 PM,APPROVED DCS,0,0
PROTECT AMERICA,154538,CALLBACK,1/13/14 8:22 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/13/14 9:05 AM,APPROVED 0,64.98,277
GOOGLEPPC,INBOUND,CALLBACK,1/13/14 4:16 PM,,0,0
BINGPPC,INBOUND,PNS,1/13/14 10:56 AM,,0,0
PROTECT AMERICA,154613,SOLD,1/14/14 10:56 AM,,0,0
BINGPPC,154620,PNS,1/13/14 12:20 PM,,0,0
GOOGLEPPC,154633,NOT SERVICABLE,1/13/14 12:58 PM,,0,0
BINGPPC,INBOUND,PNS,1/13/14 3:35 PM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,1/14/14 3:50 PM,,0,0
BINGPPC,INBOUND,KILL LEAD,1/13/14 3:39 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/13/14 5:55 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/13/14 7:38 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/14/14 8:55 AM,,0,0
PROTECT AMERICA,MANUAL,SOLD,1/14/14 11:05 AM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,UNDER CONTRACT,1/14/14 3:12 PM,,0,0
GOOGLEPPC,154813,CALLBACK,1/14/14 5:26 PM,,0,0
GOOGLEPPC,INBOUND,UNDER CONTRACT,1/14/14 3:05 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/15/14 12:36 PM,APPROVED 0,31.99,0
GOOGLEPPC,INBOUND,PNS,1/15/14 8:05 AM,,0,0
GOOGLEPPC,155005,ANSWERING MACHINE,1/15/14 2:51 PM,,0,0
PROTECT AMERICA,INBOUND,KILL LEAD,1/15/14 12:33 PM,,0,0
BINGPPC,INBOUND,PNS,1/15/14 1:13 PM,,0,0
PROTECT AMERICA,155039,,NULL,,0,0
PROTECT AMERICA,147138,KILL LEAD,12/5/13 10:21 AM,,0,0
GOOGLEPPC,152837,SOLD,1/2/14 6:00 PM,APPROVED 0,49.99,0
GOOGLEPPC,151797,,NULL,,0,0
GOOGLEPPC,146968,SOLD,12/2/13 10:33 AM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,PNS,12/2/13 10:35 AM,,0,0
GOOGLEPPC,146982,CALLBACK,1/12/14 11:26 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/2/13 11:17 AM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,SOLD,12/2/13 11:17 AM,APPROVED DCS,0,0
GOOGLEPPC,147025,NOT SERVICABLE,12/2/13 1:36 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/2/13 12:56 PM,,0,0
GOOGLEPPC,147048,SOLD,12/3/13 12:15 PM,APPROVED DCS,0,0
GOOGLEPPC,147079,KILL LEAD,12/21/13 6:36 PM,,0,0
GOOGLEPPC,147094,SOLD,12/2/13 4:10 PM,APPROVED 0,49.98,0
GOOGLEPPC,INBOUND,SOLD,12/2/13 4:01 PM,APPROVED 0,59.98,0
GOOGLEPPC,INBOUND,PNS,12/2/13 4:02 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/2/13 4:15 PM,APPROVED 0,54.99,0
BINGPPC,147099,SOLD,12/5/13 4:44 PM,APPROVED DCS,0,0
GOOGLEPPC,147116,KILL LEAD,12/13/13 11:39 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/2/13 5:54 PM,,0,0
BINGPPC,147142,UNDER CONTRACT,12/6/13 2:49 PM,,0,0
PROTECT AMERICA,INBOUND,CALLBACK,12/3/13 10:50 AM,,0,0
BINGPPC,147195,KILL LEAD,12/8/13 8:11 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/2/13 10:09 PM,APPROVED 0,49.99,277
GOOGLEPPC,INBOUND,SOLD,1/7/14 4:25 PM,APPROVED 0,49.99,0
PROTECT AMERICA,INBOUND,TRANSFER,1/7/14 4:17 PM,,0,0
GOOGLEPPC,153801,SOLD,1/11/14 12:54 PM,APPROVED 0,36.99,0
GOOGLEPPC,153822,SOLD,1/8/14 10:11 AM,APPROVED 0,46.99,0
GOOGLEPPC,INBOUND CALLBACK,NOT INTERESTED,1/13/14 8:41 AM,,0,0
GOOGLEPPC,INBOUND,PNS,1/8/14 8:56 AM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,1/10/14 12:03 PM,,0,0
BINGPPC,INBOUND,SOLD,1/8/14 10:45 AM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,PNS,1/8/14 10:54 AM,,0,0
BINGPPC,153879,NOT INTERESTED,1/11/14 12:36 PM,,0,0
BINGPPC,153892,NO TCPA,1/8/14 4:59 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/8/14 2:59 PM,,0,0
BINGPPC,153986,KILL LEAD,1/9/14 2:18 PM,,0,0
BINGPPC,153989,,NULL,,0,0
GOOGLEPPC,INBOUND,SHORT CALL,1/9/14 12:16 PM,,0,0
BINGPPC,INBOUND CALLBACK,UNDER CONTRACT,1/14/14 2:34 PM,,0,0
BINGPPC,INBOUND CALLBACK,UNDER CONTRACT,1/12/14 5:14 PM,,0,0
BINGPPC,154048,SOLD,1/9/14 12:34 PM,APPROVED 0,46.99,0
GOOGLEPPC,INBOUND CALLBACK,PNS,1/9/14 3:29 PM,,0,0
GOOGLEPPC,INBOUND CALLBACK,UNDER CONTRACT,1/13/14 8:27 AM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,1/9/14 3:11 PM,,0,0
PROTECT AMERICA,INBOUND,CALLBACK,1/9/14 3:41 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/9/14 7:03 PM,,0,0
GOOGLEPPC,INBOUND CALLBACK,NOT INTERESTED,1/13/14 10:04 AM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,1/10/14 3:04 PM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,1/10/14 10:07 AM,,0,0
PROTECT AMERICA,INBOUND,PNS,1/10/14 10:57 AM,,0,0
PROTECT AMERICA,MANUAL,SOLD,1/10/14 11:45 AM,APPROVED DCS,0,0
BINGPPC,154253,UNDER CONTRACT,1/13/14 1:49 PM,APPROVED 0,0,0
GOOGLEPPC,154262,CALLBACK,1/10/14 2:44 PM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,1/10/14 2:34 PM,,0,0
GOOGLEPPC,154288,ANSWERING MACHINE,1/14/14 11:01 AM,,0,0
GOOGLEPPC,INBOUND,PNS,1/10/14 9:09 PM,,0,0
GOOGLEPPC,154379,PNS,1/11/14 11:07 AM,,0,0
GOOGLEPPC,INBOUND,RENTER,1/11/14 12:39 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/11/14 3:09 PM,APPROVED 0,41.99,0
PROTECT AMERICA,154413,CALLBACK,1/14/14 8:26 AM,,0,0
GOOGLEPPC,154478,ANSWERING MACHINE,1/14/14 10:36 AM,,0,0
GOOGLEPPC,154558,DROPPED CALL,1/14/14 10:29 AM,,0,0
GOOGLEPPC,INBOUND,PNS,1/13/14 7:55 AM,,0,0
GOOGLE CALL METRICS,INBOUND,BAD PHONE,1/13/14 4:26 PM,,0,0
GOOGLEPPC,154588,NOT SERVICABLE,1/13/14 12:50 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/13/14 9:50 AM,APPROVED DCS,0,0
BINGPPC,INBOUND,PNS,1/13/14 1:07 PM,,0,0
GOOGLEPPC,154645,HAS PA,1/13/14 1:49 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/13/14 2:13 PM,,0,0
GOOGLE MAPS,INBOUND,PNS,1/13/14 2:56 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/13/14 3:44 PM,APPROVED 0,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,1/14/14 11:17 AM,,0,0
GOOGLEPPC,154685,CALLBACK,1/13/14 4:40 PM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,1/13/14 5:48 PM,,0,0
PROTECT AMERICA,154708,DNC,1/13/14 7:29 PM,,0,0
PROTECT AMERICA,INBOUND,CALLBACK,1/14/14 9:31 AM,,0,0
PROTECT AMERICA,154793,SOLD,1/14/14 10:26 AM,APPROVED 0,49.99,0
GOOGLEPPC,INBOUND,SOLD,1/14/14 11:49 AM,APPROVED 0,44.99,0
GOOGLEPPC,154808,CALLBACK,1/14/14 7:05 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/14/14 12:31 PM,,0,0
BINGPPC,INBOUND,DNC,1/14/14 2:06 PM,,0,0
GOOGLEPPC,154881,NOT INTERESTED,1/14/14 4:29 PM,,0,0
PROTECT AMERICA,154946,,NULL,,0,0
BINGPPC,INBOUND,PNS,1/15/14 9:53 AM,,0,0
GOOGLE MAPS,INBOUND,DROPPED CALL,1/15/14 10:57 AM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,1/15/14 3:11 PM,,0,0
GOOGLEPPC,INBOUND,PNS FOLLOWUP,1/15/14 3:07 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/15/14 3:01 PM,,0,0
BINGPPC,150725,ANSWERING MACHINE,12/22/13 3:57 PM,,0,0
PROTECT AMERICA,INBOUND VOICEMAIL,NO TCPA,NULL,,0,0
GOOGLEPPC,INBOUND CALLBACK,KILL LEAD,12/15/13 11:32 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/2/13 9:33 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/2/13 9:49 AM,APPROVED 0,41.99,0
GOOGLEPPC,INBOUND,PNS,12/2/13 10:37 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/2/13 11:06 AM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/2/13 11:32 AM,,0,0
GOOGLE CALL METRICS,INBOUND,KILL LEAD,12/2/13 11:29 AM,,0,0
BINGPPC,147002,KILL LEAD,12/7/13 7:45 PM,,0,0
PROTECT AMERICA,147014,UNDER CONTRACT,12/30/13 8:58 PM,,0,0
GOOGLEPPC,INBOUND,KILL LEAD,12/2/13 12:30 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/2/13 12:51 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/2/13 1:49 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/2/13 3:17 PM,APPROVED 0,41.99,0
GOOGLEPPC,147095,,NULL,,0,0
GOOGLEPPC,INBOUND,SOLD,12/2/13 4:45 PM,APPROVED 0,24.99,0
PROTECT AMERICA,INBOUND,TRANSFER,12/2/13 4:48 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/2/13 4:49 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/2/13 5:56 PM,APPROVED 0,44.99,0
BINGPPC,147153,KILL LEAD,12/13/13 1:06 PM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,KILL LEAD,12/3/13 8:49 AM,,0,0
GOOGLEPPC,147230,KILL LEAD,12/8/13 5:22 PM,,0,0
BINGPPC,INBOUND,PNS,1/7/14 1:57 PM,,0,0
BINGPPC,153745,DNC,NULL,,0,0
GOOGLEPPC,153757,ANSWERING MACHINE,1/9/14 10:42 AM,,0,0
GOOGLEPPC,153768,SOLD,1/7/14 6:06 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,TRANSFER,1/7/14 5:48 PM,,0,0
GOOGLEPPC,INBOUND VOICEMAIL,UNDER CONTRACT,1/11/14 9:35 AM,,0,0
PROTECT AMERICA,INBOUND,KILL LEAD,1/8/14 8:06 AM,,0,0
PROTECT AMERICA,INBOUND,RENTER,1/10/14 8:53 AM,,0,0
GOOGLEPPC,153891,,NULL,,0,0
PROTECT AMERICA,INBOUND,SOLD,1/8/14 3:27 PM,APPROVED 0,49.99,0
PROTECT AMERICA,INBOUND,TRANSFER,1/8/14 4:31 PM,,0,0
SEMDIRECT,153935,SOLD,1/8/14 6:21 PM,APPROVED 0,54.98,0
GOOGLEPPC,INBOUND,PNS,1/8/14 6:47 PM,,0,0
PROTECT AMERICA,153994,SOLD,1/9/14 9:16 AM,APPROVED 0,54.99,0
GOOGLEPPC,154034,NO ANSWER,1/15/14 11:32 AM,,0,0
GOOGLEPPC,INBOUND,NOT SERVICABLE,1/9/14 11:35 AM,,0,0
BINGPPC,INBOUND,PNS,1/9/14 12:45 PM,,0,0
GOOGLEPPC,INBOUND,UNDER CONTRACT,1/9/14 1:07 PM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,1/9/14 3:42 PM,,0,0
PROTECT AMERICA,154144,SOLD,1/9/14 9:27 PM,APPROVED 0,54.98,0
PROTECT AMERICA,INBOUND,PNS,1/9/14 10:38 PM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,1/11/14 10:30 AM,,0,0
GOOGLEPPC,154220,SOLD,1/10/14 11:18 AM,APPROVED 0,41.99,0
GOOGLEPPC,INBOUND,SOLD,1/10/14 11:46 AM,APPROVED 0,44.99,0
GOOGLEPPC,INBOUND,PNS,1/10/14 11:25 AM,,0,0
GOOGLEPPC,154230,PNS,1/11/14 2:25 PM,,0,0
BINGPPC,INBOUND,CALLBACK,1/10/14 12:33 PM,,0,0
GOOGLEPPC,154247,ANSWERING MACHINE,1/11/14 11:48 AM,,0,0
GOOGLEPPC,INBOUND,PNS,1/10/14 2:54 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/10/14 2:39 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,1/10/14 4:17 PM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,1/11/14 10:10 AM,,0,0
BINGPPC,154428,UNDER CONTRACT,1/11/14 8:03 PM,,0,0
PROTECT AMERICA,154455,BAD PHONE,1/12/14 11:02 AM,,0,0
GOOGLEPPC,154476,SOLD,1/15/14 2:17 PM,APPROVED DCS,0,0
GOOGLEPPC,154503,KILL LEAD,1/12/14 6:55 PM,,0,0
GOOGLEPPC,154528,DNC,NULL,,0,0
PROTECT AMERICA,INBOUND,PNS,1/13/14 9:07 AM,,0,0
GOOGLEPPC,INBOUND,PNS,1/13/14 10:15 AM,,0,0
GOOGLEPPC,154602,BAD PHONE,1/13/14 11:04 AM,,0,0
PROTECT AMERICA,INBOUND,PNS,1/13/14 11:57 AM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,1/13/14 12:20 PM,,0,0
GOOGLEPPC,154637,NOT INTERESTED,1/14/14 8:56 AM,,0,0
GOOGLEPPC,154638,DROPPED CALL,1/14/14 10:23 AM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,1/13/14 2:31 PM,,0,0
GOOGLEPPC,154670,PNS,1/13/14 6:10 PM,,0,0
GOOGLEPPC,INBOUND,ANSWERING MACHINE,1/13/14 4:40 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/13/14 5:00 PM,,0,0
GOOGLE CALL METRICS,INBOUND,NOT SERVICABLE,1/14/14 7:24 AM,,0,0
GOOGLEPPC,154810,ANSWERING MACHINE,1/14/14 7:01 PM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,1/14/14 12:23 PM,,0,0
GOOGLEPPC,154837,SOLD,1/14/14 1:18 PM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,SOLD,1/14/14 3:43 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,PNS,1/14/14 6:58 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/15/14 9:37 AM,,0,0
GOOGLEPPC,INBOUND,PNS,1/15/14 10:28 AM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,1/15/14 10:52 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/15/14 12:09 PM,APPROVED 0,0,0
GOOGLEPPC,INBOUND,SOLD,1/15/14 1:20 PM,APPROVED 0,29.99,0
GOOGLEPPC,INBOUND,NOT SERVICABLE,1/15/14 12:56 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/15/14 2:00 PM,,0,0
GOOGLE MAPS,INBOUND,KILL LEAD,1/15/14 2:22 PM,,0,0
GOOGLEPPC,149692,DNC,10/29/13 5:39 PM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,12/2/13 10:22 AM,,0,0
GOOGLEPPC,INBOUND CALLBACK,NOT SERVICABLE,12/29/13 2:30 PM,,0,0
BINGPPC,INBOUND,SOLD,12/2/13 9:11 AM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND CALLBACK,KILL LEAD,12/19/13 8:35 AM,,0,0
GOOGLEPPC,INBOUND CALLBACK,KILL LEAD,12/17/13 2:37 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/2/13 11:35 AM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,12/2/13 12:15 PM,,0,0
PROTECT AMERICA,147028,SOLD,12/7/13 1:02 PM,APPROVED 0,31.99,0
GOOGLE CALL METRICS,INBOUND,SOLD,12/2/13 6:32 PM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,SOLD,12/2/13 6:49 PM,APPROVED 0,59.98,59.05
GOOGLEPPC,147194,DNC,12/9/13 5:38 PM,,0,0
BINGPPC,147261,KILL LEAD,12/8/13 8:37 PM,,0,0
GOOGLEPPC,147276,DNC,12/9/13 5:36 PM,,0,0
GOOGLEPPC,INBOUND CALLBACK,UNDER CONTRACT,12/10/13 8:39 AM,,0,0
BINGPPC,INBOUND,DNC,12/3/13 9:42 AM,,0,0
GOOGLEPPC,147365,UNDER CONTRACT,12/6/13 10:19 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/10/13 4:04 PM,APPROVED 0,44.99,0
GOOGLEPPC,147406,SOLD,12/3/13 8:01 PM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND CALLBACK,KILL LEAD,12/4/13 7:45 AM,,0,0
BINGPPC,INBOUND,DROPPED CALL,12/9/13 4:20 PM,,0,0
BINGPPC,INBOUND CALLBACK,DNC,12/15/13 4:05 PM,,0,0
GOOGLEPPC,INBOUND,TRANSFER,12/4/13 10:17 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/4/13 11:04 AM,,0,0
PROTECT AMERICA,147535,CALLBACK,12/9/13 10:12 AM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/4/13 1:24 PM,APPROVED 0,52.99,0
GOOGLEPPC,153739,ANSWERING MACHINE,1/9/14 10:54 AM,,0,0
BINGPPC,INBOUND,DNC,1/8/14 7:40 AM,,0,0
SEMDIRECT,153818,PNS FOLLOWUP,1/8/14 2:43 PM,,0,0
BINGPPC,INBOUND,PNS,1/8/14 8:50 AM,,0,0
GOOGLEPPC,INBOUND,PNS,1/8/14 9:20 AM,,0,0
BINGPPC,153832,,NULL,,0,0
BINGPPC,153835,,NULL,,0,0
GOOGLEPPC,INBOUND,PNS,1/8/14 11:53 AM,,0,0
GOOGLEPPC,153876,DNC,1/13/14 6:43 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/8/14 1:32 PM,APPROVED 0,54.98,0
GOOGLEPPC,INBOUND,PNS,1/8/14 2:35 PM,,0,0
GOOGLEPPC,INBOUND CALLBACK,PNS,1/8/14 3:13 PM,,0,0
BINGPPC,153920,KILL LEAD,1/13/14 11:43 AM,,0,0
PROTECT AMERICA,INBOUND,CALLBACK,1/8/14 4:48 PM,,0,0
PROTECT AMERICA,153963,SOLD,1/9/14 11:38 AM,APPROVED 0,52.98,0
BINGPPC,INBOUND,CALLBACK,1/9/14 8:39 AM,,0,0
BINGPPC,154008,SOLD,1/9/14 10:29 AM,APPROVED 0,31.99,0
BINGPPC,INBOUND,SOLD,1/9/14 9:38 AM,APPROVED 0,19.99,0
BINGPPC,154014,BAD PHONE,1/10/14 8:27 AM,,0,0
GOOGLEPPC,154023,SOLD,1/9/14 10:38 AM,APPROVED 0,51.98,0
BINGPPC,154027,KILL LEAD,1/14/14 11:11 AM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,1/9/14 11:32 AM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,1/9/14 12:48 PM,,0,0
GOOGLEPPC,INBOUND,DNC,1/9/14 11:51 AM,,0,0
GOOGLEPPC,INBOUND CALLBACK,BAD PHONE,1/12/14 6:03 PM,,0,0
GOOGLEPPC,INBOUND,UNDER CONTRACT,1/9/14 2:48 PM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/10/14 3:11 PM,APPROVED 0,47.99,0
GOOGLEPPC,INBOUND,SOLD,1/10/14 4:11 PM,APPROVED 0,49.99,0
GOOGLEPPC,INBOUND CALLBACK,NOT INTERESTED,1/14/14 11:21 AM,,0,0
GOOGLEPPC,INBOUND CALLBACK,UNDER CONTRACT,1/14/14 8:22 AM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,1/10/14 6:27 PM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,1/10/14 6:46 PM,,0,0
PROTECT AMERICA,154325,UNDER CONTRACT,1/11/14 4:02 PM,,0,0
PROTECTAMERICA,MANUAL,,NULL,,0,0
GOOGLE CALL METRICS,INBOUND CALLBACK,PNS,1/11/14 11:48 AM,,0,0
GOOGLEPPC,INBOUND CALLBACK,,NULL,,0,0
GOOGLEPPC,154501,UNDER CONTRACT,1/15/14 8:28 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/12/14 5:53 PM,APPROVED 0,54.99,0
PROTECT AMERICA,154517,SOLD,1/13/14 5:57 PM,APPROVED DCS,0,0
BINGPPC,154555,ANSWERING MACHINE,1/14/14 10:31 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,1/15/14 9:27 AM,APPROVED DCS,0,0
BINGPPC,INBOUND,DROPPED CALL,1/13/14 9:33 AM,,0,0
GOOGLEPPC,INBOUND,PNS,1/13/14 10:15 AM,,0,0
GOOGLE CALL METRICS,INBOUND,UNDER CONTRACT,1/15/14 10:53 AM,,0,0
BINGPPC,INBOUND,SOLD,1/13/14 12:58 PM,APPROVED DCS,0,0
BINGPPC,INBOUND,PNS,1/13/14 2:05 PM,,0,0
BINGPPC,154651,CALLBACK,1/13/14 3:23 PM,,0,0
GOOGLEPPC,154676,ANSWERING MACHINE,1/14/14 10:23 AM,,0,0
GOOGLEPPC,154677,NO ANSWER,1/14/14 3:18 PM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,1/13/14 4:03 PM,,0,0
PROTECT AMERICA,154705,SOLD,1/13/14 7:39 PM,APPROVED 0,31.99,0
PROTECT AMERICA,154757,SOLD,1/14/14 2:34 PM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,NOT INTERESTED,1/14/14 12:24 PM,,0,0
BINGPPC,INBOUND,SOLD,1/14/14 10:42 AM,APPROVED 0,44.99,0
GOOGLEPPC,INBOUND,SOLD,1/14/14 4:53 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,DROPPED CALL,1/14/14 5:02 PM,,0,0
GOOGLEPPC,INBOUND,PNS,1/14/14 5:15 PM,,0,0
BINGPPC,INBOUND,PNS,1/14/14 6:56 PM,,0,0
BINGPPC,INBOUND,PNS,1/14/14 9:54 PM,,0,0
